personId,source
1560,Supermarkets
1561,Furniture retailing
1562,Stationery
1563,Batteries
1564,Communication equipment
1565,Diversified
1566,Diversified
1567,Cargill
1568,Coca-Cola bottler
1569,Las Vegas Raiders
1570,Hedge funds
1571,Auto parts
1572,Pharmaceuticals
1572,diversified
1573,Pharmaceuticals
1573,diversified
1574,Airports
1574,investments
1575,Real estate
1576,Cosmetics
1577,Electrical equipment
1578,Conglomerate
1579,Banking
1579,investments
1580,LinkedIn
1581,Chemicals
1582,Storage facilities
1583,Real estate
1584,Private equity
1585,Investments
1586,Diversified
1587,Sears
1588,Diversified
1589,Cheese
1590,Real estate
1591,Real estate
1592,Cargill
1593,Telecom
1594,Retail
1595,Price comparison website
1596,Restaurants
1597,Adhesives
1598,Adhesives
1599,Hotels
1599,investments
1600,Jewellery
1601,Kitchen appliances
1602,Hedge funds
1603,Homebuilding
1603,NFL team
1604,Photovoltaics
1605,Diversified
1606,Semiconductors
1607,Plastics
1608,Investments
1609,Cargill
1610,Diversified
1611,Paints
1612,Construction
1613,Drugstores
1614,Oil and gas
1615,Real estate
1616,Real estate
1617,Retail
1618,Campbell Soup
1619,Pharmaceuticals
1620,Chemicals
1620,logistics
1621,Precious metals
1621,real estate
1622,Oil
1622,banking
1623,Chemicals
1624,Software
1625,Home furnishings
1626,Hotels
1626,diversified
1627,Sports team
1628,Home sales
1629,Fashion retail
1629,investments
1630,Internet
1631,Hedge funds
1632,Oil & gas
1633,Dairy
1634,Diversified
1635,Software
1636,Apple
1637,Finance
1638,TV programs
1639,Construction
1640,Software
1641,Pharmaceuticals
1642,Nascar
1642,racing
1643,Pharmaceuticals
1644,Insurance
1645,Salsa
1646,Pharmaceuticals
1647,Hedge funds
1648,Real estate
1649,Auto parts
1650,Pharmaceuticals
1651,Medical equipment
1652,Software
1653,LG
1654,Security software
1655,Golden State Warriors
1656,Blockchain
1656,technology
1657,Investments
1658,Mining
1659,Media
1660,Media
1661,Media
1662,Medical patents
1663,Electronics components
1664,Real estate
1665,Fintech
1666,Real estate
1667,Art
1668,Industrial explosives
1669,Diversified
1670,Electronics
1671,Media
1672,Leveraged buyouts
1673,Cloud computing
1674,Media
1674,real estate
1675,Chemicals
1676,Information technology
1677,Steel pipes
1678,Agribusiness
1679,Chemical
1680,Software services
1681,Cosmetics
1682,Dairy & consumer products
1683,Hygiene products
1684,Logistics
1685,Steel
1686,Software
1687,E-cigarettes
1688,Payments software
1689,Heating and cooling equipment
1690,Blockchain technology
1691,Online media
1692,Twitter
1693,Investments
1694,Finance
1695,Batteries
1696,Medical equipment
1697,Real estate
1698,cosmetics
1699,Steel
1700,Real estate
1701,Tennessee Titans
1702,Venture capital investing
1703,Steel
1704,Real estate
1705,Entertainment
1706,Mutual funds
1707,Venture capital
1708,Household chemicals
1709,Shipbuilding
1710,Energy drink
1711,Investments
1712,Health IT
1713,FIAT
1713,investments
1714,Motorhomes
1714,RVs
1715,Video games
1716,Money management
1717,Insurance
1718,Real estate
1719,Shoes
1720,Retail
1721,Software
1722,Hotels
1723,Real estate finance
1724,Elevators
1724,escalators
1725,Real estate
1726,Insurance
1726,investments
1727,Chemicals
1728,Transportation
1729,Biotech
1730,Apparel
1731,Fashion retail
1732,Real estate
1733,Real estate
1734,Palm oil
1734,property
1735,Cloud computing
1736,Pharmaceuticals
1737,Medical products
1738,Soy sauce
1739,Sandwich chain
1740,Iron ore mining
1741,Drones
1742,Virtual reality
1743,Bloomberg LP
1744,Online retail
1745,Supermarkets
1746,Chemicals
1747,Wedding dresses
1748,Adhesives
1749,Retail
1750,Real estate
1751,Steel pipes
1752,Pharmaceutical
1753,Comcast
1754,Waffle House
1755,Chemicals
1756,Homebuilder
1757,Agribusiness
1758,Healthcare
1759,Agrochemicals
1760,Cosmetics
1761,Real estate development
1762,Insurance
1762,NFL team
1763,Call centers
1764,Footwear
1765,Semiconductor
1766,Sports teams
1767,Real estate services
1768,Energy services
1769,Packaging
1770,Bars
1771,Coking
1772,Telecom
1772,investments
1773,Financial technology
1774,Logistics
1775,Manufacturing
1776,Electronics
1777,Biotech
1778,Engineering
1778,automotive
1779,Investment banking
1780,Real estate
1781,Money management
1782,Hedge funds
1783,Shoes
1784,Frozen foods
1785,Electronics
1786,Semiconductors
1787,Real estate
1788,Oil
1788,semiconductor
1789,Real estate
1790,Construction
1791,Real estate
1791,private equity
1792,Venture capital
1793,Logistics
1793,baseball
1794,Transport
1794,logistics
1795,Banking
1796,Software
1797,Banking
1798,Commodities
1798,investments
1799,Financial services
1800,Convinience stores
1801,Pharmaceuticals
1802,Pharmaceuticals
1803,Investments
1804,Investments
1805,Telecommunication
1805,sports
1806,Oil & gas
1806,investments
1807,Elevators
1807,escalators
1808,Executive search
1808,investments
1809,DirecTV
1810,Hygiene products
1811,Non-ferrous metals
1812,Real estate
1813,Retail
1813,wholesale
1814,Pharmaceuticals
1815,Oil
1815,investments
1816,Investments
1817,Package delivery
1818,Biotech
1819,Manufacturing
1820,Banking
1820,shipping
1821,Palm oil
1821,property
1822,Real estate
1823,Real estate
1824,Online games
1825,Semiconductor devices
1826,Real estate
1827,Telecom
1828,Mobile payments
1829,Real estate
1830,Oil refinery
1831,Investments
1832,Automotive
1833,Mutual funds
1834,Mutual funds
1835,Electric power
1836,Steel
1836,autoparts
1837,Steel
1837,investments
1838,Beer
1839,energy drinks
1840,Manufacturing
1841,Alcohol
1842,Metals
1842,investments
1843,Cloud computing
1844,Pulp and paper
1844,diversified
1845,Education
1846,Insurance
1846,NFL team
1847,Insurance
1848,Batteries
1848,investments
1849,Pharmaceutical services
1850,Petrochemicals
1851,Business software
1852,Mining
1853,TV
1853,movie production
1854,Toys
1855,Fitness equipment
1856,Natural gas
1857,Retailing
1858,Retailing
1859,Retailing
1860,Roku
1861,Materials
1862,Pharmaceuticals
1863,electronics
1864,Waste disposal
1865,Software
1866,Pharmaceuticals
1867,Electronics
1868,Auto dealerships
1869,Conglomerate
1870,Electronic components
1871,Online games
1872,Aluminum
1873,Wine
1874,Gambling products
1875,Snacks
1876,Petroleum
1876,diversified
1877,Diversified
1878,Gym equipment
1879,Investments
1880,Investments
1881,Forestry
1881,mining
1882,Pharmaceuticals
1883,Fashion retail
1883,investments
1884,Mining
1885,Banking
1885,oil
1886,Luxury goods
1887,Consumer goods
1888,Energy
1888,banking
1888,construction
1889,Software
1890,Shipping
1890,airlines
1891,Manufacturing
1892,Finance
1892,real estate
1893,Banking
1894,Electrodes
1895,IT consulting
1896,Diversified
1897,Private equity
1898,Manufacturing
1899,Cable television
1900,Retail stores
1901,Ports
1902,Art collection
1903,Consumer electronics
1904,Software
1905,Private equity
1906,Investments
1907,Chemicals
1908,Real estate
1909,Consumer products
1909,banking
1910,Semiconductors
1911,Movies
1911,digital effects
1912,Money management
1913,Phamaceuticals
1914,Pharmaceuticals
1915,Investments
1916,Diversified
1917,Retail
1918,Beer
1919,Real estate
1919,hotels
1920,Banking
1920,shipping
1921,Machine tools
1922,Machine tools
1923,Manufacturing
1924,Lithium-ion battery cap
1925,Chemicals
1926,Apparel
1927,Stainless steel products
1928,Optical components
1929,Chemicals
1930,Education
1931,Logistics
1932,Diversified
1933,Hotels
1934,Utilities
1934,diversified
1935,Private equity
1936,Shoes
1937,Fine jewelry
1938,Transportation
1939,Semiconductors
1940,Diversified
1941,Sugar
1941,ethanol
1942,Investments
1943,Toll roads
1944,H&M
1945,Sports drink
1946,Beer distribution
1947,Real estate
1947,hotels
1948,Finance
1949,Hedge fund
1950,Healthcare services
1951,Facebook
1952,Automotive technology
1953,Social media
1954,retail
1955,Investments
1956,Pharmaceuticals
1957,Software
1958,Airports
1958,real estate
1959,Real estate
1960,Hedge funds
1961,Liquor stores
1961,supermarkets
1962,Utilities
1962,real estate
1963,Instagram
1964,Feed
1965,Beverages
1966,Semiconductors
1967,Paints
1968,Healthcare IT
1969,Contact Lens
1970,Telecom
1971,Investments
1971,art
1972,Automotive
1973,Telecom
1974,Gambling products
1975,Pharmaceuticals
1976,Medical devices
1977,Natural gas
1978,Real estate
1979,Software
1980,Online games
1981,Electronics
1982,Brewery
1983,Education
1984,Online games
1985,Education
1986,Solar
1987,Jewelry
1988,Diversified
1989,Investments
1990,Retail
1991,Flipkart
1992,Pharmaceuticals
1993,Real estate
1993,manufacturing
1994,Oil
1995,Consumer goods
1996,Nickel
1997,AOL
1998,Testing equipment
1999,Real estate
2000,Banking
2001,Mining
2002,Chemicals
2003,Investments
2004,Beauty products
2005,Data analytics
2006,Diversified
2007,Textiles
2007,paper
2008,Cruises
2009,Construction
2009,investments
2010,Banking
2010,investments
2011,Electric vehicles
2012,Consumer goods
2013,Fashion retail
2014,Cloud storage service
2015,Chemicals
2016,Textiles
2017,Pharmaceuticals
2018,Online games
2019,Real estate
2019,hotels
2020,Building materials
2021,Financial services
2022,Diversified
2023,Real estate
2024,Real estate
2025,Real estate
2026,Real estate
2027,Diversified
2028,Diversified
2029,Real estate
2030,Diversified
2031,Mutual funds
2032,Cruises
2033,Fashion retailer
2034,Mining
2035,Electric vehicles
2036,Powdered metal
2037,Manufacturing
2038,Paper
2039,Investments
2040,Drugstores
2041,Agribusiness
2042,Cable TV
2042,investments
2043,Cooking appliances
2044,Manufacturing
2045,Chemicals
2046,Real estate
2047,Clinical diagnostics
2048,Real estate
2049,Software
2050,Medical diagnostic equipment
2051,Steel
2052,Energy drinks
2052,investments
2053,Investments
2054,Manufacturing
2055,Real estate
2056,Medical devices
2057,H&M
2058,Electric scooters
2059,Tire
2060,Pharmaceuticals
2061,Diversified
2062,Music
2062,cosmetics
2063,Construction
2063,pipes
2063,chemicals
2064,Real estate
2065,Building materials
2066,Generic drugs
2067,Real estate
2068,Refinery
2068,chemicals
2069,Refinery
2069,chemicals
2070,Retail
2071,Cloud computing
2072,H&M
2073,Pharmaceuticals
2074,Pharmaceuticals
2075,Diversified
2076,Fiber optic cables
2077,Logistics
2078,Manufacturing
2079,Carbon fiber products
2080,Chemicals
2081,Electronic components
2082,Industrial machinery
2083,Money management
2084,Machinery
2085,Chemicals
2086,Drones
2087,Motors
2088,Beverages
2089,Real estate
2090,Pharmaceuticals
2091,Machinery
2092,Real estate
2093,Real estate
2094,Machinery
2095,Electrical equipment
2096,Real estate
2097,Fashion retail
2098,Pulp and paper
2098,diversified
2099,Damaged cars
2100,Chemicals
2101,Pharmaceuticals
2102,Pharmaceuticals
2103,Real estate
2104,Banking
2104,development
2105,Automotive technology
2106,Flipkart
2107,Coal
2108,Investments
2108,real estate
2109,Pharmaceuticals
2110,Banking
2110,insurance
2111,Diversified
2112,Pharmaceuticals
2112,food
2113,Messaging software
2114,Electronic components
2115,Software
2116,Industrial equipment
2117,Real estate
2117,electronics
2118,Minerals processing
2119,Power tools
2120,Auto parts
2121,Cell phone distribution
2122,Investments
2123,Real estate
2124,Food
2125,Technology
2126,Media
2127,Financial services
2128,Financial services
2129,Vaccines
2130,Energy
2131,Video games
2132,Video games
2133,Online payments
2134,Real estate
2135,Chemical products
2136,Trading
2136,investments
2137,Investments
2138,Elevators
2138,escalators
2139,Real estate
2140,Asset management
2141,Industrial equipment
2142,Auto parts
2143,Manufacturing
2144,Manufacturing
2145,Asset management
2146,Insurance
2147,Call centers
2148,Real estate
2148,gambling
2149,Software firm
2150,Medical devices
2151,Investments
2152,Video games
2153,Retail
2154,Software
2155,Payments
2155,banking
2156,Est̩e Lauder
2157,Internet
2158,Genentech
2158,Apple
2159,Seed production
2160,Steel
2160,diversified
2161,Petro Firbe
2162,Machinery
2163,Pharmaceuticals
2164,Agribusiness
2165,Online games
2166,Medical equipment
2167,Agribusiness
2168,Diversified
2169,E-commerce
2170,Real estate
2171,Laboratory services
2172,Finance services
2173,Aircraft leasing
2174,Investments
2175,Investments
2175,energy
2176,Consumer products
2176,banking
2177,Casinos
2178,Biotech
2179,Defense contractor
2180,E-commerce
2181,Real estate
2182,Infrastructure
2183,Pharmaceuticals
2184,Pharmaceuticals
2185,Supermarkets
2186,Investments
2186,real estate
2187,Chemicals
2188,Diversified
2189,Beverages
2190,Video games
2190,pachinko
2191,Software
2192,Healthcare
2193,Refinery
2193,chemicals
2194,Food
2194,retail
2195,Machinery
2196,Sports
2197,Sports
2198,Sports
2199,Gold
2199,coal mining
2200,Refinery
2200,chemicals
2201,Meat processing
2202,Meat processing
2203,Real estate
2204,Hospitals
2205,Retail
2206,Airline
2207,Electronics components
2208,Software
2209,Health products
2210,Battery components
2211,Internet
2212,Medical devices
2213,Software
2214,Software
2215,Aluminum products
2216,Online recruitment
2217,Hotels
2218,Mining
2219,Semiconductor materials
2220,Banking
2221,Investments
2222,Pharmaceuticals
2223,Steel
2224,Finance
2225,Software
2226,Hospitals
2227,Real estate
2228,Real estate
2229,Real estate
2230,Lithium battery
2231,Money management
2232,Medical technology
2233,Medical technology
2234,Medical technology
2235,Property
2235,healthcare
2236,Food
2237,Pharmaceuticals
2238,Retail
2239,Software
2240,Shoes
2241,Specialty chemicals
2242,Publishing
2243,Sneakers
2243,sportswear
2244,Fashion retail
2245,Media
2246,Solar panels
2247,Diversified
2248,Diversified
2249,Home appliances
2250,Pulp and paper
2251,Manufacturing
2252,Fitness clothing
2253,Furniture retail
2254,Mining
2255,Textiles
2256,Private equity
2257,Steel tubes
2258,Technology
2259,Construction
2259,investments
2260,Urban Outfitters
2261,Financial services
2262,Software
2263,Casinos
2264,Textiles
2264,apparel
2265,Technology
2266,Communications
2267,Food & beverage retailing
2268,Finance
2269,Shapewear
2269,cosmetics
2269,reality TV
2270,Auto parts
2271,Retailing
2272,Real estate
2273,Building materials
2274,Building materials
2275,Auto parts
2276,Cirque du Soleil
2277,Hospitality
2278,Petro Fibre
2279,Pharmaceuticals
2280,Medical services
2281,Lithium batteries
2282,Conglomerate
2283,Natural gas distribution
2284,Software
2285,Cargill
2286,Cargill
2287,Cargill
2288,Cargill
2289,Diversified
2290,Manufacturing
2291,Construction
2292,Diversified
2293,Data management
2294,Healthcare services
2295,Diversified
2296,Private equity
2297,Candy
2298,Stock photos
2299,Fisheries
2300,Shopping malls
2301,Computer games
2302,Online games
2303,Diversified
2304,Health care
2305,Pig breeding
2306,Lumber
2307,Investments
2308,Agribusiness
2309,Finance
2310,Real estate
2311,Hedge funds
2312,Cheese
2313,Engineering
2313,sugar
2314,Finance
2315,Cosmetics
2316,Online apparel retail
2317,Software
2318,Car rentals
2319,Car rentals
2320,Coal
2320,investments
2321,Healthcare
2322,Software
2323,Chemical products
2324,Chemical products
2325,Hedge funds
2326,Data analytics
2327,Coal
2328,Textile
2328,chemicals
2329,Food
2330,Manufacturing
2331,Real estate
2332,Financial services
2333,Manufacturing
2334,TV shows
2335,Investment banking
2336,Fashion
2337,Real estate
2338,Asset management
2339,Pharmaceuticals
2340,Pneumatic equipments
2341,Lithium
2342,Shoes
2343,Coca Cola Israel
2344,Cryptocurrency
2345,Cryptocurrency
2346,Manufacturing
2347,Finance
2348,Apparel
2349,Batteries
2350,Manufacturing
2351,Wine
2352,Manufacturing
2353,Education
2354,Petro Fibre
2355,Pharmacy
2356,Retail
2357,Data analytics
2358,Diversified
2359,Telecom
2360,Paper manufacturing
2361,Pharmaceuticals
2362,Chemicals
2363,Construction
2364,Sports shoes
2365,Investments
2366,Private equity
2367,Liquor
2368,Spanx
2369,Banking
2370,Banking
2370,investments
2371,Real estate
2372,Diversified
2373,E-commerce software
2374,Retail
2375,Data centers
2376,Consumer goods
2377,Pharmaceuticals
2378,Air compressors
2379,Supermarkets
2380,Supermarkets
2381,Technology
2382,Pharmaceutical
2383,Solar energy
2384,Package delivery
2385,Electronics
2386,Stationery
2387,Poultry breeding
2388,Semiconductors
2389,Coca-Cola bottler
2390,Paper
2391,Insurance
2392,Insurance
2393,Hotels
2394,Pulp and paper
2395,Investments
2396,Reebok
2397,Gap
2398,Fashion retail
2399,Manufacturing
2400,Pharmaceuticals
2401,Mattresses
2402,Private equity
2403,Building
2403,development
2404,Fashion retail
2405,Fashion retail
2406,Retail
2406,investments
2407,EasyJet
2408,Pig breeding
2409,Coffee
2410,Coffee
2411,Software
2412,Software
2413,Printed circuit boards
2414,Tires
2415,Pachinko machines
2416,Auto loans
2417,Financial services
2418,IKEA
2419,IKEA
2420,IKEA
2421,Waste management
2422,Auto parts
2423,Energy
2424,Retailing
2425,Sports data
2426,LG
2427,Banking
2428,Specialty chemicals
2429,Medical diagnostics
2430,Casinos
2431,Construction
2431,real estate
2432,Banking
2432,credit cards
2433,Banking
2434,Banking
2434,credit cards
2435,Medical devices
2436,Medical devices
2437,Flooring
2438,Telecommunication
2439,Cosmetics
2440,Internet and software
2441,Two wheelers
2442,Two wheelers
2443,Motorcycles
2444,Coal
2445,Tires
2445,retail
2446,Retail
2447,Real estate
2447,diversified
2448,Under Armour
2449,Pharmaceuticals
2450,Medical equipment
2451,Pharmaceuticals
2452,Security services
2453,Cryptocurrency
2454,Pinterest
2455,Finance
2456,Solar systems
2457,Stock exchange
2458,Investments
2459,Liquor
2460,Toys
2461,Semiconductors
2462,Oilfield equipment
2463,Semiconductors
2464,gaming
2465,Retail
2466,Auto parts
2467,Wire & cables
2467,paints
2468,Food
2469,Manufacturing
2470,Search engine
2471,Chemicals
2472,Food
2473,Airline
2474,Video games
2475,Electronics
2476,Golf
2477,Footwear
2478,Electronics
2479,Electronic components
2480,Consumer
2481,Pharmaceuticals
2482,Vitamins
2483,Cable
2484,Manufacturing
2485,Software
2486,Soy sauce
2487,Tourism
2487,cultural industry
2488,Aluminium
2489,Building materials
2490,Supermarkets
2491,Snacks
2492,Semiconductors
2493,Smartphones
2494,Printed circuit boards
2495,Snacks
2496,Investments
2497,Retail
2498,Medical technology
2499,Medical technology
2500,Medical technology
2501,Medical technology
2502,Mining
2502,banking
2503,Entertainment
2503,Margaritaville
2504,Pachinko machines
2505,Asset management
2506,Transportation
2507,Manufacturing
2508,Online entertainment
2509,Polyester
2510,Online games
2511,Batteries
2512,Liquor
2513,Electrical appliances
2514,Real estate
2515,Financial services
2515,property
2516,Diversified
2517,Software
2518,Office real estate
2519,Software
2520,Pharmaceuticals
2521,Medical devices
2522,Gap
2523,Industrial lasers
2524,Real estate
2525,Financial services
2526,EasyJet
2527,EasyJet
2528,Machinery
2529,Manufacturing
2530,Coal
2531,Smartphones
2532,Convenience stores
2533,Bio-Pharma
2534,Online universities
2535,Investments
2536,Cables & wires
2537,Basketball
2538,Grocery stores
2539,Software
2540,Tiles
2541,Banking
2542,Banking
2542,sports team
2543,Software
2543,investments
2544,Power
2545,Cosmetics
2546,Banking
2546,investments
2547,Real estate
2548,Electronics
2549,Hotels
2550,Real estate
2551,Cement
2552,Banking
2553,Smartphones
2554,Pharmacies
2555,Healthcare
2556,Electronics
2557,LED lighting
2558,Grocery delivery service
2559,Appliances
2560,Appliances
2561,Construction materials
2562,Hydraulic pumps
2563,Movies
2563,television
2564,Convenience stores
2565,Beer
2566,Energy services
2567,Media
2567,tech
2568,IT consulting
2568,outsourcing
2569,Cloud computing
2570,Hotels
2571,Metals
2571,telecom
2572,Finance
2572,development
2573,Paints
2574,Manufacturing
2575,Hot sauce
2576,Video games
2577,Telecom
2578,Software
2579,Medical equipment
2580,Insurance
2580,investments
2581,Agribusiness
2582,Sports
2583,Apparel
2584,Chemicals
2585,Manufacturing
2586,Pharmaceuticals
2587,Health clinics
2588,Beer
2589,Tyre manufacturing machinery
2590,Real estate
2591,Diversified
